stezenie_label,stezenie_wzgledne,A0,A0_err,f0_Hz,f0_err_Hz,G_Hz,G_err_Hz,T,T_err,Q_f0_over_G,R2,Amax_pomiar,f_Amax_pomiar_Hz
D/32,0.03125,11.461795963830683,0.22363993702559076,2290.403174361596,0.5080254598865986,397.9510395052079,15.376491036233803,1.6625456585311742,0.18148225749276276,5.755489864304329,0.9947194100126067,13.25,2290.0
D/16,0.0625,13.99697127662456,0.6725204971320877,2307.7552505159265,1.5661863314261653,665.1777353017682,60.20860933689805,0.9840963707608168,0.6782858788352197,3.469381381908367,0.9654532801989435,15.98,2310.0
D/8,0.125,13.569481287983951,0.9722784095917574,2309.1946502991373,2.3971611832328747,581.7751663965149,85.45459472344831,2.7473801884437803,0.95074648833371,3.9692217607055467,0.9638076533993382,16.98,2310.0
D/4,0.25,15.308403031823776,0.26517016493772666,2337.997950866873,0.583516351175807,525.727668676074,19.366839383018952,3.0223493905403274,0.2348127450303485,4.447165500637603,0.9938902388097927,18.67,2340.0
D/2,0.5,16.4223727094693,0.40683419684950106,2410.9256290117587,0.5800958687781925,304.55794898256664,14.587070529992564,2.861597290836733,0.21286951789084244,7.916147442763885,0.9891158013909965,19.612,2410.0
D,1.0,17.402227306926882,0.27700135778680224,2317.022231324612,0.45891537204839145,481.6226025963366,16.082514667469493,3.612070246483757,0.26066347557766634,4.810866887961616,0.9959890877692623,21.25,2320.0
